,q_gender,q_age,q_occupation,q_is_game_developer,q_playing_on#consoles,q_playing_on#mobile_consoles,q_playing_on#mobile_devices,q_playing_on#pc,q_playing_on#tv,q_playing_on#virtual_reality,q_play_strategy_games,q_strategy_games_like#4x,q_strategy_games_like#city_builders,q_strategy_games_like#decision_driven,q_strategy_games_like#grand_strategies,q_strategy_games_like#roguelike,q_strategy_games_like#rts,q_strategy_games_like#tactics,q_strategy_games_like#tycoon,q_know_about_new_games#advertising,q_know_about_new_games#coworkers,q_know_about_new_games#do_not_search,q_know_about_new_games#free_search,q_know_about_new_games#friends,q_know_about_new_games#game_stores,q_know_about_new_games#personalized_news,q_know_about_new_games#social_networks,q_know_about_new_games#specialized_sites,q_know_about_new_games#video_services,q_playing_effort,q_like_in_games#achievements,q_like_in_games#changing_game_world,q_like_in_games#collecting,q_like_in_games#creating_strategies,q_like_in_games#customizing,q_like_in_games#exploring,q_like_in_games#looting,q_like_in_games#messing_with_game_rules,q_like_in_games#overcoming_challenges,q_like_in_games#risking,q_like_in_games#roleplaying,q_like_in_games#solving_puzzles,q_like_in_games#story,q_like_in_games#what_if_scenarious,q_rpg_elements,q_multiple_channels_esential,q_channels#augmented_reality,q_channels#chats,q_channels#magic_creatures,q_channels#magic_devices,q_channels#mobile_application,q_channels#neural_implants,q_channels#news_in_vr,q_channels#online_radio,q_channels#social_networks,q_channels#traditional_newspaper,q_channels#traditional_radio,q_channels#traditional_tv,q_channels#web_portal,q_channels#youtube,q_realistic_work,q_concurrent_agencies,q_max_agency_size,q_budget_effort,q_relationships_effort,q_office_effort,q_plot_style#adventure,q_plot_style#conspirology,q_plot_style#cyberpunk,q_plot_style#documentary,q_plot_style#fairy_tale,q_plot_style#fantasy,q_plot_style#historic,q_plot_style#mystery,q_plot_style#noir,q_plot_style#paranormal,q_plot_style#scifi,q_plot_style#urban_legends,q_morale_complexity,q_world_style#bright,q_world_style#colorful,q_world_style#complex,q_world_style#dark,q_world_style#dark_humorous,q_world_style#depressing,q_world_style#dull,q_world_style#dystopian,q_world_style#gray,q_world_style#happy,q_world_style#humorous,q_world_style#imaginative,q_world_style#inspirational,q_world_style#polite,q_world_style#realistic,q_world_style#sarcastic,q_world_style#simple,q_world_style#utopian
137,male,20,employment,yes,0,0,0,1,0,0,10,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,7,10,0,0,0,0,0,0,0,0,0,1,1,1,0,0,8,single,up_to_25,5,10,10,0,0,0,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
139,male,37,sabbatical,no,0,0,0,1,0,0,10,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,1,1,0,1,0,0,0,0,1,0,0,1,3,10,0,1,0,0,0,1,0,0,1,1,0,1,0,0,10,few,up_to_25,8,7,7,0,1,0,0,0,0,0,1,1,0,1,0,8,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
140,male,,student,no,0,0,1,1,0,0,5,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,4,1,0,0,1,0,1,0,0,0,0,1,1,0,0,8,7,1,1,0,1,0,0,0,1,0,0,1,0,0,0,5,few,up_to_25,5,5,5,1,0,0,0,0,1,1,0,0,1,0,0,5,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
141,male,26,employment,no,0,0,0,1,0,0,9,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,8,0,1,0,1,0,0,0,1,0,0,1,0,0,1,8,4,1,0,0,0,0,1,0,1,0,1,0,0,1,0,10,,up_to_25,9,7,4,0,0,1,0,0,1,1,0,1,0,0,0,7,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
142,prefer_not_to_say,,employment,no,0,0,0,1,0,0,10,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,8,0,1,0,1,0,1,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,10,the_more_the_better,bureaucratic_empire,10,10,1,0,0,0,1,0,0,1,0,0,0,0,0,10,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
143,male,50,employment,no,0,0,0,1,0,0,5,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,10,0,1,0,0,1,1,0,0,0,0,1,0,0,0,9,9,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2,few,up_to_50,7,9,8,1,0,1,1,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
147,male,24,student,yes,0,0,0,1,0,0,10,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,6,0,1,0,1,0,0,0,0,1,0,1,0,0,1,8,3,0,0,1,1,0,0,0,1,0,1,0,0,1,0,6,,bureaucratic_empire,10,10,10,0,1,0,1,0,0,1,1,0,0,0,0,10,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
148,male,26,unemployed,no,0,0,0,1,0,0,8,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,1,0,0,0,0,1,1,0,1,8,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,6,few,small_or_automanage,8,8,1,0,1,0,0,0,0,0,1,0,1,0,1,4,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
149,male,29,employment,yes,0,0,0,1,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,7,1,1,0,0,0,1,0,0,0,0,1,0,1,0,9,9,0,0,0,0,1,0,0,0,1,0,0,1,1,0,6,few,bureaucratic_empire,7,10,7,0,0,1,0,0,0,1,1,0,0,1,0,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
151,male,34,employment,no,0,0,0,1,0,1,10,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,8,0,1,0,1,0,1,0,0,1,0,1,0,0,0,8,9,0,0,0,0,0,0,0,1,1,0,0,1,1,1,10,the_more_the_better,bureaucratic_empire,8,8,8,0,0,1,0,0,0,0,0,1,1,1,0,9,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0
153,female,25,student,no,1,0,1,1,0,0,9,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,10,1,0,0,1,0,1,1,0,0,0,1,0,0,0,9,10,0,1,0,0,0,1,0,0,1,1,0,1,0,0,7,few,up_to_10,8,9,4,1,0,0,1,0,0,0,1,0,1,0,0,10,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
154,male,31,unemployed,no,0,0,0,1,0,0,10,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,0,1,0,1,0,0,0,0,1,0,0,1,1,0,10,10,0,0,0,0,0,0,0,1,0,1,1,1,1,0,5,the_more_the_better,bureaucratic_empire,7,6,8,1,1,0,0,0,0,0,0,1,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
155,male,20,student,no,0,0,1,1,0,0,9,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,10,0,0,0,0,1,0,0,0,0,0,1,0,1,0,9,10,0,0,0,0,0,0,0,1,1,1,0,1,1,0,10,the_more_the_better,up_to_100,10,10,7,1,0,1,0,0,0,1,0,0,0,1,0,10,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0
157,male,24,employment,no,0,0,0,1,0,0,9,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,1,1,0,1,0,10,10,1,0,0,0,1,0,1,0,1,0,0,0,1,0,5,the_more_the_better,bureaucratic_empire,4,8,7,0,1,1,0,0,0,0,0,0,0,1,1,10,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
158,male,42,employment,no,0,0,0,1,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,1,0,1,0,8,10,0,1,0,0,0,0,0,0,0,1,0,1,1,1,9,few,up_to_25,4,7,2,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
159,male,15,student,no,0,0,0,1,0,0,8,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,10,0,1,0,1,0,1,1,0,1,0,0,0,0,0,7,10,0,0,0,0,0,1,0,0,1,1,0,1,1,0,10,the_more_the_better,bureaucratic_empire,8,10,10,0,0,1,0,0,1,1,0,0,0,1,0,10,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
160,male,17,student,no,0,0,1,1,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8,0,1,0,1,0,0,0,0,0,0,1,0,1,0,8,10,0,0,0,0,1,0,0,0,0,1,0,1,0,0,9,few,bureaucratic_empire,10,9,10,1,0,0,1,0,0,1,0,0,0,1,0,7,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
161,male,41,employment,no,1,1,1,1,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,10,1,0,1,1,0,0,1,0,1,0,0,0,0,0,8,8,1,0,0,1,1,1,1,0,0,0,0,0,0,0,10,the_more_the_better,bureaucratic_empire,6,6,8,0,0,1,0,0,0,0,0,1,0,1,1,8,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
162,male,35,employment,no,0,0,0,1,0,0,10,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,1,1,0,3,the_more_the_better,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
163,male,47,employment,no,1,0,0,1,0,0,8,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,5,1,0,0,0,0,1,1,0,0,0,0,1,1,0,8,5,0,1,0,0,0,0,0,0,1,1,0,1,0,1,8,few,bureaucratic_empire,5,7,7,1,0,0,0,0,0,1,1,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0
164,male,25,unemployed,no,0,0,1,1,0,0,9,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,7,1,0,0,1,0,1,0,0,0,0,0,0,1,1,10,8,0,1,1,1,0,1,0,0,1,0,0,0,0,0,10,few,bureaucratic_empire,8,7,9,1,1,0,0,0,1,0,0,0,0,0,1,7,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
165,female,,employment,no,1,1,0,0,1,0,4,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8,1,0,0,0,0,1,0,0,0,0,0,1,1,0,7,10,0,0,0,0,0,0,0,0,1,1,1,1,1,0,8,few,up_to_25,7,8,8,0,0,0,1,0,0,1,1,1,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
166,male,42,employment,no,1,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,1,0,0,1,0,1,0,0,0,0,1,0,1,0,5,2,0,0,0,1,0,0,0,0,1,1,0,0,1,1,10,few,up_to_50,10,10,10,1,0,0,0,0,1,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
167,male,35,employment,no,0,0,0,1,0,0,8,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,7,1,0,1,0,0,1,1,0,0,0,0,1,0,0,8,6,1,0,0,0,0,1,0,0,0,1,0,0,1,1,4,few,up_to_100,7,3,8,0,1,1,0,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
168,male,26,employment,no,0,0,0,1,0,0,9,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,1,0,1,1,0,0,0,1,1,0,0,5,6,1,0,0,0,0,1,1,0,0,0,0,1,0,0,10,the_more_the_better,up_to_100,10,9,10,0,1,1,0,0,0,0,0,1,0,1,0,10,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
169,male,42,sabbatical,no,0,1,0,1,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,1,0,0,0,0,1,1,1,0,10,5,1,0,0,1,0,1,1,0,0,1,0,0,0,0,7,single,up_to_10,7,9,4,0,1,1,0,0,0,0,0,0,0,1,1,9,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
170,male,32,employment,no,0,0,0,1,0,0,10,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,8,0,1,0,1,0,0,0,0,1,1,0,0,1,0,10,10,0,0,0,1,0,1,0,1,1,1,0,0,0,0,8,few,small_or_automanage,7,8,3,1,1,1,0,0,0,0,0,0,1,0,0,7,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
171,male,35,employment,yes,0,1,1,1,0,0,7,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,8,0,0,0,0,0,1,1,0,1,0,0,1,1,0,9,7,0,0,0,0,0,0,0,0,1,1,1,1,0,1,4,few,up_to_10,5,7,7,0,1,1,0,0,0,0,0,0,1,0,1,6,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
172,male,,employment,no,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,10,1,0,0,0,0,0,0,1,0,1,0,0,1,1,10,10,1,0,0,0,0,1,0,0,1,0,1,1,0,0,10,few,up_to_25,4,10,4,0,1,1,0,0,0,0,0,1,0,0,1,9,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0
173,non_binary_other,32,employment,no,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,few,up_to_100,3,5,6,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
174,male,18,student,no,1,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,1,1,1,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,1,0,1,1,1,1,0,10,,bureaucratic_empire,3,3,5,0,1,0,0,0,0,0,1,1,0,0,1,9,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
175,male,27,employment,no,1,0,0,1,0,0,9,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,8,0,0,1,0,0,1,1,0,0,0,1,0,1,0,9,10,1,0,0,0,1,0,1,0,1,0,0,0,1,0,6,few,up_to_50,7,7,9,0,1,0,0,0,0,1,1,0,0,0,1,9,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1
176,male,39,employment,no,0,0,0,1,0,0,8,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,1,0,0,0,0,1,0,1,0,10,10,1,0,1,1,0,0,0,0,0,1,0,1,0,0,8,few,up_to_10,3,10,8,0,1,1,0,0,1,0,0,0,1,0,0,10,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
177,male,40,employment,yes,0,0,0,1,0,0,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,1,1,0,1,1,0,0,0,1,8,8,0,0,0,0,1,0,0,0,0,0,0,1,1,1,9,the_more_the_better,up_to_10,8,6,8,1,0,1,0,0,1,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
178,male,25,employment,no,0,1,0,1,0,1,9,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,0,0,1,1,0,0,0,0,1,1,0,0,7,5,1,0,0,0,0,0,0,1,0,1,1,1,0,0,5,few,bureaucratic_empire,4,8,10,0,0,0,0,1,1,0,0,0,1,1,0,5,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
179,male,33,employment,no,1,1,1,1,0,0,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,4,0,1,1,0,0,1,1,0,0,0,0,0,1,0,9,10,1,0,0,0,0,1,1,1,0,0,0,0,1,0,8,few,up_to_50,5,7,6,0,0,1,0,0,0,0,1,0,1,0,1,8,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1
180,female,27,employment,yes,0,1,0,1,0,0,9,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,7,1,0,1,0,0,1,0,0,0,1,0,0,0,1,3,8,0,0,0,0,0,1,0,0,1,1,0,1,0,0,7,few,small_or_automanage,8,9,3,0,1,0,1,0,0,0,1,0,0,1,0,5,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
181,male,31,employment,no,0,0,0,1,0,0,10,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,1,1,1,1,10,7,0,1,0,1,0,1,0,0,0,1,1,0,0,0,10,few,bureaucratic_empire,10,8,8,0,0,0,0,0,1,0,1,0,1,1,0,7,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0
182,male,25,employment,no,0,0,0,1,0,0,9,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,8,0,1,0,0,0,1,0,0,1,0,1,0,0,1,9,9,0,0,0,0,0,0,0,0,1,1,1,1,0,1,10,few,up_to_50,8,9,9,0,0,0,1,0,0,1,1,1,0,0,0,8,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0
183,male,42,employment,no,0,0,0,1,0,0,9,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,8,1,0,0,0,0,1,0,0,0,0,1,1,0,1,8,9,0,0,0,0,0,0,1,0,1,1,1,0,1,0,7,few,bureaucratic_empire,4,8,5,0,1,0,0,0,0,1,0,1,1,0,0,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
184,male,18,student,no,0,0,1,1,0,0,8,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,6,0,1,0,1,1,1,0,0,0,0,1,0,0,0,7,6,0,1,0,0,0,0,0,1,1,0,0,1,1,0,10,few,bureaucratic_empire,6,8,1,0,1,0,1,0,0,1,0,1,0,0,0,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0
185,male,24,employment,no,0,0,0,1,0,0,10,0,1,0,0,0,2,0,1,0,0,0,0,1,0,1,1,1,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,1,1,0,1,1,1,8,the_more_the_better,bureaucratic_empire,10,10,10,0,0,1,1,0,0,1,1,0,0,0,0,10,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
186,male,,student,no,1,0,0,1,0,0,7,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,1,0,1,1,1,0,0,0,0,0,1,0,0,5,7,0,0,0,0,1,0,0,0,1,1,1,1,0,0,7,the_more_the_better,bureaucratic_empire,8,8,8,0,0,0,0,1,1,1,0,0,0,0,1,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
187,male,31,employment,no,1,1,0,1,0,1,9,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,1,0,0,0,1,0,1,1,0,0,1,0,0,6,5,0,0,0,1,0,1,0,1,0,1,0,0,0,0,10,few,up_to_50,6,8,4,0,1,1,0,0,0,0,0,0,0,1,1,10,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
188,male,34,unemployed,yes,0,0,1,1,0,0,7,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,9,1,1,1,0,1,1,0,0,0,0,0,0,0,0,9,7,0,0,0,0,1,0,0,0,0,0,1,1,0,0,7,few,up_to_25,6,8,8,1,0,0,0,0,0,0,1,0,0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
190,male,37,unemployed,no,0,0,0,1,0,0,9,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,9,0,1,0,1,1,0,0,0,0,1,0,0,0,1,5,10,0,0,0,0,1,0,0,1,1,1,0,1,0,0,5,the_more_the_better,bureaucratic_empire,5,5,1,0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
191,male,39,employment,no,0,0,1,1,0,0,8,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,9,0,1,0,0,0,0,0,0,1,0,1,0,0,0,10,6,0,0,0,0,0,0,0,1,0,1,1,1,1,0,8,the_more_the_better,bureaucratic_empire,8,9,8,0,1,1,0,0,0,0,0,1,0,0,1,9,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
192,male,18,student,no,0,0,0,1,0,0,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,10,0,0,0,1,1,0,1,0,0,0,1,0,0,0,7,10,0,0,0,0,1,1,0,0,1,1,0,1,0,0,6,,bureaucratic_empire,5,6,10,0,1,0,1,0,1,1,0,0,0,0,0,10,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
193,male,40,employment,yes,0,0,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0,5,9,1,1,0,0,0,0,1,0,1,0,0,0,1,0,10,the_more_the_better,up_to_100,10,10,8,0,1,0,0,0,0,0,0,1,1,1,0,9,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
194,male,31,employment,no,0,0,0,1,0,0,8,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,6,0,1,1,0,0,1,0,0,0,0,1,1,0,0,10,8,0,0,0,0,0,1,1,0,0,1,1,1,0,0,10,few,up_to_10,3,9,10,0,1,1,0,0,0,0,0,1,0,1,0,10,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
195,prefer_not_to_say,,student,no,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,1,0,0,0,0,1,1,0,1,1,0,10,,up_to_25,10,10,10,0,0,0,0,0,0,0,1,1,1,1,0,10,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1
196,male,21,employment,yes,0,0,1,1,0,0,8,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,7,0,1,0,1,0,1,0,0,0,0,1,0,0,1,3,9,0,0,0,0,0,0,0,0,1,1,1,1,1,0,7,the_more_the_better,bureaucratic_empire,8,9,6,1,1,0,1,0,0,0,1,0,0,0,0,10,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0
197,male,35,unemployed,yes,0,0,0,1,0,0,7,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,0,1,0,1,0,1,0,1,0,0,0,0,0,1,4,5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,7,few,up_to_10,7,8,4,0,1,1,0,0,0,0,0,1,0,0,1,8,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
198,male,25,employment,no,0,0,0,1,0,0,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,1,0,1,1,0,0,1,0,0,9,10,0,0,0,0,1,0,0,0,1,1,0,1,1,0,9,few,bureaucratic_empire,10,10,10,1,0,1,0,0,1,1,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0
199,male,33,employment,no,0,0,0,1,0,0,10,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,7,0,0,0,1,0,1,0,0,1,0,1,0,1,0,10,10,0,1,0,0,0,0,0,1,1,1,0,1,0,0,7,the_more_the_better,bureaucratic_empire,3,8,5,0,0,1,0,0,1,0,0,1,0,1,0,10,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
200,male,22,student,no,0,0,0,1,0,0,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,7,1,0,0,0,1,1,0,0,0,0,0,1,1,0,10,10,1,0,0,0,0,0,0,0,1,1,0,1,1,0,8,few,up_to_50,7,10,10,0,1,1,0,0,0,0,0,1,0,1,0,10,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0
201,male,,student,no,0,0,1,1,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,9,0,0,0,1,0,1,1,0,0,1,0,0,1,0,5,8,0,0,0,0,0,0,0,0,1,1,1,1,1,0,10,few,up_to_10,2,8,2,0,1,0,0,0,0,0,1,0,1,0,1,8,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
202,male,19,student,no,0,0,1,1,0,0,9,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,5,1,0,0,0,0,1,0,0,0,0,0,1,1,1,8,9,1,0,0,0,0,1,0,0,0,1,0,1,0,1,6,few,up_to_50,7,10,6,0,0,0,1,0,1,0,0,1,0,1,0,7,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
203,male,35,employment,no,0,0,0,1,0,0,7,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,10,0,0,0,0,0,1,1,0,0,0,1,0,1,1,10,10,1,1,0,0,0,1,0,1,0,0,0,0,0,0,8,few,up_to_25,7,9,8,1,0,1,1,0,0,0,0,0,0,1,0,10,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
204,male,29,employment,no,1,0,1,1,0,0,8,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,8,1,0,0,1,0,1,0,0,0,0,0,0,1,0,7,9,0,0,0,0,1,0,0,0,1,1,0,1,1,0,7,few,up_to_100,8,7,5,0,0,0,0,0,0,1,0,1,1,0,1,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
205,male,,student,no,0,0,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,1,1,1,0,0,0,0,1,1,0,7,10,0,0,0,0,0,0,0,0,1,1,1,1,1,0,7,few,up_to_10,7,9,8,0,0,1,0,0,0,0,1,0,1,1,0,8,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
206,prefer_not_to_say,30,employment,no,0,0,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,1,0,0,1,1,0,0,0,1,0,0,1,0,0,10,10,0,0,0,0,0,0,0,1,1,1,0,0,1,1,10,the_more_the_better,up_to_50,6,6,6,0,0,0,0,0,1,0,1,1,0,1,0,6,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
